RCAB,Code,Name,Start Date,End Date,Status
WA TAC,610,PEP Community Services,26-Aug-09,31-Aug-14,Cancelled
WA TAC,612,REPCO Auto-Tech,24-Jun-94,31-Dec-96,Non-Current
WA TAC,614,ETC: Education & Training Consultants,16-Nov-00,31-Dec-03,Non-Current
WA TAC,619,Peter and Janet McCracken,7-Dec-00,31-Dec-03,Non-Current
WA TAC,621,Ministry of the Premier and Cabinet,14-Sep-95,31-Dec-00,Non-Current
WA TAC,622,Judith Crossland Academy,7-Dec-00,31-Dec-03,Cancelled
WA TAC,623,Federation of WA Police & Citizens Youth Clubs Inc,1-Jan-97,31-Dec-97,Non-Current
WA TAC,624,Curtin University of Technology,24-Feb-95,31-Dec-00,Cancelled
WA TAC,626,HIA Services (WA) Pty Ltd,1-Jan-97,31-Dec-97,Non-Current
WA TAC,627,Automotive Institute of Technology Incorporated,8-Aug-13,31-Jul-18,Current
WA TAC,628,Australian Organisation for Quality Ltd (WA),31-Mar-95,31-Dec-98,Non-Current
WA TAC,630,Western Australian Police Force/Service,14-Mar-97,31-Oct-00,Non-Current
WA TAC,631,Cocos (Keeling) Islands Administration,31-Mar-95,31-Dec-98,Non-Current
WA TAC,632,Australia International Catering College,20-Dec-96,30-Sep-00,Non-Current
NSW VETAB,640,University of Western Sydney Hawkesbury Language Centre Insearch Language Centre,26-Aug-98,5-Jun-00,Non-Current
NSW VETAB,642,"Scout Association of Australia, The",11-Aug-96,10-Aug-01,Non-Current
SA DFEEST,643,NASTEC Solutions,23-Dec-98,30-Apr-01,Non-Current
ASQA,644,Nganampa Health Council Inc,1-Jan-14,31-Dec-18,Current
ASQA,645,Department for Correctional Services,31-Dec-14,30-Dec-19,Current
ASQA,646,Master Builders Association SA Inc,13-Nov-12,12-Nov-17,Current
ASQA,647,Construction Industry Training Centre Inc,1-Nov-12,31-Oct-17,Current
SA DFEEST,648,Offenders Aid & Rehabilitation Services of SA Inc,23-Apr-98,31-Dec-03,Non-Current
ASQA,649,Australian Fisheries Academy Ltd,31-Mar-14,30-Mar-19,Current
ASQA,650,Nexus Recruitment Pty Ltd,25-Jul-03,24-Jul-13,Cancelled
ASQA,653,Top Office Personnel Pty Ltd,29-Jun-12,18-Mar-23,Current
QLD DETE,654,Cairns Career Training Incorporated,1-Jan-98,30-Sep-00,Non-Current
QLD DETE,655,Buckingham Model and Personal Development Training,1-Jan-98,30-Sep-00,Non-Current
ASQA,656,VOCATIONAL EDUCATION AND TRAINING (BRIT),31-Oct-12,30-Oct-17,Current
ASQA,657,VOCATIONAL EDUCATION AND TRAINING (WBIT),1-Sep-12,31-Aug-17,Current
QLD DETE,658,Housing Industry Association,1-Jan-98,30-Sep-00,Non-Current
Vic VRQA,660,QTV Consulting Group,1-Aug-98,18-Dec-00,Non-Current
ASQA,662,RRW and Co Pty Ltd,31-May-15,30-May-22,Current
NSW VETAB,663,Bluescope Steel (AIS) Pty Ltd,14-Oct-94,30-Jun-99,Non-Current
QLD DETE,664,J Wallace and Associates Pty Ltd,1-Jan-98,30-Sep-00,Non-Current
ASQA,666,Capricornia Training Company Ltd,29-Jun-12,31-Dec-16,Current
ASQA,667,Max Solutions Pty Ltd,1-Oct-15,30-Sep-22,Current
QLD DETE,668,Lyjo Services,1-Jan-98,30-Sep-00,Non-Current
QLD DETE,669,Websters Investigations Pty Ltd T/A Websters Security Academy,3-Apr-95,31-Dec-00,Non-Current
ASQA,670,Australian Institute of Professional Counsellors Pty Ltd as trustee for AIPC Trust,30-Sep-15,29-Sep-22,Current
ASQA,677,WYNNUM MANLY EMPLOYMENT AND TRAINING ASSOC INC,29-Jun-12,22-May-16,Current
ASQA,678,Guardrite Security and Industry Training Pty Limited,29-Jun-12,20-May-17,Current
QLD DETE,679,International Management Centres Association Limited,1-Jan-98,30-Sep-05,Non-Current
ASQA,680,Glengair Pty Ltd as Trustee for Wood Barry and Lina Family Trust,1-Jan-98,30-Mar-13,Cancelled
QLD DETE,684,Morley Consulting,1-Jan-98,30-Sep-00,Non-Current
ASQA,686,AUSTRALIAN TRAINING ACADEMY PTY. LTD.,29-Jun-12,20-May-17,Current
QLD DETE,694,Queensland Vocational Training College Pty Ltd,1-Jan-98,21-Aug-02,Non-Current
ASQA,699,CSTC Pty Ltd,29-Oct-12,28-Oct-17,Current
QLD DETE,701,NAMTEC Inc,1-Jan-98,31-Dec-11,Cancelled
QLD DETE,702,TREVOR & CLARE STERLING (EDUCATIONALISTS) PTY. LTD.,1-Jan-98,21-Aug-07,Non-Current
QLD DETE,703,INCS School of Computing Pty Ltd as trustee for the INCS School Trust,1-Jan-98,2-Jun-06,Non-Current
QLD DETE,707,Virginia Gwendoline Dowling,1-Jan-98,30-Sep-00,Non-Current
ASQA,709,SKILL CENTRED QUEENSLAND INC,30-Sep-15,29-Sep-22,Current
QLD DETE,711,Queensland Electricity Transmission Corporation (Qetc) T/A Powerlink Queensland,1-Jan-98,30-Sep-00,Non-Current
ASQA,712,NATIONAL RETAIL ASSOCIATION LIMITED,31-Jul-12,30-Jul-17,Current
ASQA,713,VOCATIONAL EDUCATION AND TRAINING (TBIT),22-Aug-12,21-Jun-17,Current
QLD DETE,714,Busy Inc,1-Jan-98,19-Mar-06,Non-Current
QLD DETE,719,Rocky and CQ Chainsaw Safety and Maintenance Training Pty Ltd,1-Jan-98,21-Oct-08,Non-Current
QLD DETE,720,Department of Transport and Main Roads,1-Jan-98,31-Dec-11,Cancelled
QLD DETE,721,Melmac Enterprises,1-Jan-98,30-Sep-00,Non-Current
QLD DETE,722,Gladstone Job Skills Inc,1-Jan-98,31-Dec-00,Non-Current
QLD DETE,723,Callide Coalfields Pty Ltd,1-Jan-98,16-Jul-01,Non-Current
QLD DETE,725,Longreach Pastoral College,1-Jan-98,31-Dec-07,Non-Current
QLD DETE,728,A.N.H.Pty Ltd,1-Jan-98,30-Sep-00,Non-Current
QLD DETE,729,Dudley William and Pamela Joy Sinclair,1-Jan-98,30-Dec-05,Non-Current
QLD DETE,730,Australian Beauty Academy Pty Ltd as trustee for the Rigby Family Trust,1-Jan-98,18-Mar-10,Non-Current
QLD DETE,738,NC Training Services,1-Jan-98,30-Sep-02,Non-Current
QLD DETE,740,Australian Institute of Applied Sciences (QLD),1-Jan-98,8-Jul-02,Non-Current
ASQA,741,SAFE WORK QLD,29-Jun-12,18-May-16,Current
QLD DETE,743,JK and CV Fitzpatrick,1-Jan-98,19-Mar-06,Non-Current
QLD DETE,744,Surface Finishing Skills Centre Pty Ltd,1-Jan-98,30-Jun-01,Non-Current
QLD DETE,752,A.B.C. EARLY CHILDHOOD TRAINING COLLEGE PTY. LTD.,1-Jan-98,28-May-10,Non-Current
QLD DETE,753,GLADSTONE AREA GROUP APPRENTICES LIMITED,1-Jan-98,31-May-06,Non-Current
QLD DETE,754,Mackay Region Apprentice Employment Ltd,1-Jan-98,31-Mar-02,Non-Current
QLD DETE,756,Castlemaine Perkins Pty Limited,1-Jan-98,30-Sep-00,Non-Current
Tas TQA,757,Australian Maritime Safety Authority (TAS),4-Mar-93,31-Dec-97,Non-Current
Tas TQA,759,Northern Group Training Ltd,29-Sep-98,9-Nov-06,Non-Current
Tas TQA,760,Hollybank Forestry Centre Inc,3-May-00,2-May-05,Non-Current
Tas TQA,761,Pegasus Training & Marketing Services,1-Jan-95,14-Aug-96,Non-Current
Tas TQA,762,Adaptable Solutions Pty Ltd,29-Sep-98,28-Sep-03,Non-Current
ASQA,763,Jenard Corporation Pty Ltd,1-Oct-13,30-Sep-18,Current
Tas TQA,764,Hobart College,27-Oct-04,21-Jun-08,Non-Current
Tas TQA,765,Amcor Fibre Packaging (TAS),1-Jan-95,31-Dec-98,Non-Current
Tas TQA,766,Hellyer College,13-Dec-04,21-Jun-08,Non-Current
Tas TQA,767,The Don College,27-Oct-04,21-Jun-08,Non-Current
ASQA,768,Department of Police and Emergency Management,17-Aug-14,16-Aug-19,Current
Tas TQA,769,Youth with a Mission Tasmania Inc,10-May-95,31-Dec-98,Non-Current
Tas TQA,770,Telstra Learning - TAS,9-Jan-97,31-Dec-00,Non-Current
Tas TQA,771,Tilbury Steele & Farley,5-Oct-95,31-Aug-97,Non-Current
Tas TQA,772,Rosny College,13-Dec-04,21-Jun-08,Non-Current
ASQA,773,Vocational Language Learning Centres (Aust.) Pty Ltd,17-Aug-14,16-Aug-19,Current
Tas TQA,774,BCA Training & Development Services Pty Ltd,14-Jun-95,31-Dec-98,Non-Current
ASQA,775,EDA-RTO Pty Ltd,15-Dec-04,14-Dec-14,Non-Current
ASQA,776,The Royal Life Saving Society - Australia (Tasmania Branch) Inc,15-Dec-12,14-Dec-17,Current
Tas TQA,777,Smithton High School,17-Aug-04,1-Jan-08,Non-Current
ACT DET,787,ACT Electrotechnology Skills Centre,1-Jan-97,30-Sep-01,Non-Current
ACT DET,788,Training for Health and Community Service Incorporated (TRAHCS),1-Jan-95,31-Jul-07,Non-Current
QLD DETE,801,Svarups Family Trust,27-Apr-98,26-Apr-03,Non-Current
Tas TQA,807,Hotsec Training Services,11-Jan-94,30-Aug-99,Non-Current
Tas TQA,808,The People Source Ltd,28-Apr-99,27-Apr-04,Cancelled
NSW VETAB,809,Dapto Skillshare,31-Jan-96,31-Aug-00,Non-Current
Tas TQA,810,Owens Family Trust,27-Oct-99,26-Oct-04,Non-Current
Tas TQA,811,Lady Gowrie Child Centre,28-Apr-04,27-Apr-07,Non-Current
ASQA,812,The Quest Group Pty Ltd,2-Mar-12,1-Mar-17,Current
ACT DET,813,Department of Foreign Affairs and Trade,1-Jan-97,31-Dec-00,Non-Current
ACT DET,816,Australian International Hotel School,1-Jan-97,28-Mar-08,Non-Current
QLD DETE,820,"WELLER, GLADYS MARY",1-Jan-98,16-Nov-05,Non-Current
QLD DETE,821,Stanthorpe Training Centre inc,23-Jan-98,31-Mar-02,Non-Current
ASQA,822,APOSTOLE PTY. LTD.,29-Jun-12,19-Mar-16,Current
QLD DETE,823,Queensland Generation Corporation,1-Jan-98,18-Sep-01,Non-Current
ASQA,826,First Impressions Resources Pty Ltd,29-Jun-12,31-Dec-16,Current
ASQA,827,SPECIALISED SECURITY SERVICE PTY. LTD.,1-Jan-98,28-Aug-13,Non-Current
QLD DETE,828,Academy of the Darling Downs Pty Ltd,1-Jan-98,6-Jun-02,Non-Current
QLD DETE,829,Abundant Life Fellowship International Ltd,1-Jan-98,30-Sep-05,Non-Current
QLD DETE,832,CBC Pty Ltd,1-Jan-98,31-Dec-06,Non-Current
QLD DETE,833,National Industry Training Centre Pty.Ltd.,1-Jan-98,12-Aug-01,Non-Current
QLD DETE,834,Allgas Energy Ltd,1-Jan-98,30-Sep-00,Non-Current
QLD DETE,835,"TAYLOR, BARRY",1-Jan-98,31-Dec-06,Non-Current
ASQA,839,Mitsubishi Motors Australia Ltd,10-Sep-03,17-Sep-13,Non-Current
SA DFEEST,840,"Australian Organisation for Quality SA Inc, The",30-Sep-01,31-Dec-02,Non-Current
WA TAC,841,FESTO Pty Ltd (WA),1-Jan-97,31-Dec-97,Non-Current
ASQA,842,Dillon Whitelaw and Associates Pty Ltd,24-Jun-15,31-Aug-19,Current
WA TAC,843,Department of Corrective Services,10-Dec-14,30-Nov-19,Current
WA TAC,844,Legal Aid Western Australia,1-Jan-97,31-Dec-97,Non-Current
WA TAC,846,Golden Edge Pty Ltd,8-Nov-12,30-Nov-17,Current
WA TAC,848,Institute of Aptitude Development Foundation (Inc),31-Mar-95,31-Dec-99,Non-Current
WA TAC,849,Teamwork Dynamics Pty Ltd,1-Jan-97,31-Dec-97,Non-Current
WA TAC,850,Training Education Network Centre (TENC),26-May-95,31-Dec-95,Non-Current
WA TAC,851,West Australian Hotels Association,1-Jan-97,31-Dec-97,Non-Current
WA TAC,852,West Australian Training and Engineering Services,1-Jan-97,31-Dec-97,Non-Current
WA TAC,853,Hospitality Training Company - NSW,1-Jan-97,31-Dec-97,Non-Current
ASQA,854,The Royal Life Saving Society Western Australia,1-Jul-14,30-Jun-19,Current
ASQA,855,Taminmin High School Council Inc,1-Jul-11,28-Feb-17,Current
ASQA,856,Northern Territory Open Education Centre,1-Jan-99,28-Feb-12,Non-Current
ASQA,857,Centre for Appropriate Technology Limited,1-Jul-11,30-Jun-17,Current
ASQA,859,Royal Life Saving Society Australia (NT Branch) Inc,1-Jul-11,31-Mar-16,Current
ASQA,860,Industries Services Training Pty Ltd,1-Jul-12,30-Jun-17,Current
NT DET,861,Construction Industry Skills Group Training Ltd,12-Jan-94,30-Nov-00,Non-Current
NT DET,862,Katherine High School,6-Jan-94,31-May-03,Non-Current
NSW VETAB,866,Scout Association of Australia (NSW),1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,867,ACE - Byron Bay Inc,1-Jan-95,30-Sep-99,Non-Current
ASQA,872,Mercury Colleges Pty. Limited,14-Jan-15,13-Jan-20,Current
NSW VETAB,876,Young Community Learning Centre Inc,1-Jan-95,6-Dec-99,Non-Current
NSW VETAB,883,Greening Australia (NSW) Inc,1-Jan-95,7-Aug-00,Non-Current
NSW VETAB,885,Australian Academy of Dramatic Art,1-Feb-97,21-Dec-00,Non-Current
NSW VETAB,889,Australian Wool Exchange,1-Jan-95,1-Jul-04,Non-Current
NSW VETAB,890,Ladies Professional Golf Association,8-Jun-94,7-Jun-99,Non-Current
NSW VETAB,894,Housing Industry Association NSW Division,8-Jun-94,7-Jun-99,Non-Current
NSW VETAB,906,Moran Health Care (Australia) Pty Ltd,1-Jan-95,31-Dec-00,Non-Current
NSW VETAB,910,Tamworth & District Training Services,14-Mar-96,13-Mar-01,Non-Current
NSW VETAB,912,Outback Adult & Community Education,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,913,Richmond Landcare & Training Inc,1-Jan-98,7-Jun-99,Non-Current
NSW VETAB,915,University of NSW Institute of Languages,27-Nov-96,19-Apr-02,Non-Current
NSW VETAB,922,NSW Equestrian Centre,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,924,Adult & Community Education Training & Consultancy,16-Jun-95,30-Jun-00,Non-Current
ASQA,927,Navitas English Pty Ltd,4-Aug-15,3-Aug-22,Current
NSW VETAB,928,Baptist Bible & Theological College of NSW,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,929,Global Skills,1-Jan-95,31-Dec-00,Non-Current
NSW VETAB,930,Central College Australia,1-Aug-97,20-Feb-02,Non-Current
NSW VETAB,933,METCO the Management Employee Training Co,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,937,Animal Agencies (DTA) Pty Ltd,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,938,Jenolan Caves Reserve Trust,13-Apr-94,12-Apr-99,Non-Current
NSW VETAB,943,Australian Centre for Best Practice Ltd,1-Jan-95,7-Aug-00,Non-Current
NSW VETAB,949,Websters Investigations (Newcastle) Pty Ltd,29-Jun-95,26-Mar-03,Non-Current
NSW VETAB,952,Western Sydney Area Health Service Human Resources Division,1-Jan-95,25-Mar-02,Non-Current
NSW VETAB,953,Electricity Association of NSW,2-Dec-92,28-Mar-02,Non-Current
NSW VETAB,955,Red Suitcase Pty Ltd,1-Jan-95,19-Dec-08,Non-Current
NSW VETAB,960,Cowra Industry Training Council Inc,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,961,Ya Yar Pty Ltd,1-Jan-95,17-Aug-01,Non-Current
NSW VETAB,964,Refugee Review Tribunal,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,969,Gaspari Consultants Pty Ltd,17-Aug-95,30-Jun-01,Non-Current
NSW VETAB,970,State Forests of NSW,1-Jul-94,3-Apr-00,Non-Current
NSW VETAB,971,Vetnet,1-Jan-98,28-May-02,Non-Current
NSW VETAB,974,Duke Training & Consulting Pty Ltd,1-Jan-95,5-Jun-00,Non-Current
NSW VETAB,975,Australian Ethnic Radio Training Project,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,976,JSH & Associates Pty Ltd,1-Jan-95,30-Jun-00,Non-Current
Tas TQA,983,Glenara Training Services,8-Sep-95,31-Dec-00,Non-Current
Tas TQA,984,Caltas Pty Ltd,26-Jul-96,31-Dec-99,Non-Current
Tas TQA,985,Tasmanian Hospitality Group Apprenticeship Scheme Inc,27-Jan-04,6-Aug-07,Non-Current
Tas TQA,988,Department of Health and Human Services - Human Resource Development,9-Jun-04,11-Oct-06,Non-Current
Tas TQA,989,Southern Business Enterprise Centre,8-Sep-95,31-Aug-97,Non-Current
Tas TQA,990,Tasmanian Beauty Academy,8-Sep-95,31-Dec-98,Non-Current
Tas TQA,992,Australian Maritime College,11-Nov-03,21-Jun-08,Non-Current
Tas TQA,993,Sue Moir Pty Ltd,17-Aug-99,16-Aug-04,Non-Current
Tas TQA,994,BEST Training,12-Jul-95,31-Dec-98,Non-Current
ASQA,996,Royal Life Saving Society Australia South Australian Branch Inc,13-Dec-12,12-Dec-17,Current
SA DFEEST,998,Port Adelaide Central Mission Inc,1-Feb-99,31-Jan-01,Non-Current
SA DFEEST,1002,Adelaide Airways,17-Feb-97,30-Jun-99,Non-Current
ASQA,1004,Catholic Church Endowment Society Inc,11-Sep-13,10-Sep-18,Current
ASQA,1007,Allstaff Training Consultants Pty Ltd,1-Jan-13,31-Dec-17,Current
ASQA,1009,Staehr Street Inc,17-Nov-03,11-Oct-13,Cancelled
SA DFEEST,1017,Clothier Enterprises,9-Aug-96,31-Jan-00,Non-Current
SA DFEEST,1018,District Council of the Copper Coast,26-Nov-98,30-Jun-02,Non-Current
SA DFEEST,1019,"Doughty, Dr Chris",1-Jan-97,30-Jun-99,Non-Current
ASQA,1020,Para Worklinks Inc,28-Jun-12,27-Jun-17,Current
ASQA,102358,RELATIONSHIPS AUSTRALIA SOUTH AUSTRALIA LIMITED,1-Oct-13,30-Sep-18,Current
SA DFEEST,1024,Gerard Industries Pty Ltd,1-Jan-97,31-Jan-00,Non-Current
SA DFEEST,1026,Hotel and Liquor Trades Training School,1-Jan-97,30-Jun-99,Non-Current
SA DFEEST,1029,Northern Employment Network,24-Jan-97,30-Jun-99,Non-Current
SA DFEEST,1030,O'Connor Air Services Pty Ltd,30-Jan-97,30-Jun-99,Non-Current
SA DFEEST,1034,Port Augusta Skillshare,1-Jan-97,30-Jun-99,Non-Current
ASQA,103554,Linfox Operational Training (Logistics) Pty Ltd,21-Dec-15,20-Dec-22,Current
ASQA,1036,The Quality Training Company Pty Ltd ATF Finlayson Trust,31-Oct-14,30-Oct-19,Current
TVET,103619,Bakers Delight Holdings Limited,1-Jun-96,14-Sep-10,Non-Current
SA DFEEST,1038,Rivskills,1-Nov-01,30-Jun-02,Non-Current
ASQA,103984,NSCA Foundation Ltd,1-Apr-96,30-Apr-15,Cancelled
SA DFEEST,1040,Port Adelaide Central Mission Incorporated,18-May-01,30-May-05,Non-Current
ASQA,104025,Allied Educational Services Pty Ltd,1-Jun-14,31-May-19,Current
ASQA,104032,Premium Health Pty Ltd,1-Jul-15,30-Jun-20,Current
ASQA,104128,Telstra Corporation Limited,31-Jul-15,30-Jul-22,Current
ASQA,104140,Toyota Motor Corporation Australia,1-May-93,30-Jun-15,Cancelled
ASQA,104158,Victorian Arts Centre Trust (VACT),31-Dec-15,30-Dec-22,Current
ASQA,104169,Navitas College of Public Safety Pty Ltd,1-Feb-94,31-Jan-13,Cancelled
ASQA,1042,Hortus Australia Pty Ltd,21-Oct-98,31-Jan-13,Non-Current
ASQA,1044,Jobs Statewide Inc,8-Mar-13,7-Mar-18,Current
SA DFEEST,1045,"Training Force, The",1-Jan-97,31-Jan-00,Non-Current
SA DFEEST,1049,"Learning Laboratory (Australia) Pty Ltd, The",8-Dec-03,31-Aug-10,Non-Current
ASQA,104975,AUSTSWIM Ltd,1-Nov-13,31-Oct-18,Current
ASQA,1050,Licensed Club Industry Training Foundation Inc,1-Jul-14,30-Jun-19,Current
SA DFEEST,1051,"Salvation Army Employment Plus, The",1-Jun-99,1-Jun-04,Non-Current
SA DFEEST,1052,Media & Training Network International Pty Ltd,1-Jan-97,30-Jun-99,Non-Current
SA DFEEST,1053,South Australian Wine and Brandy Industry Association Incorporated,1-Dec-99,31-Dec-02,Non-Current
ACT DET,1055,Centre for Professional and Vocational Education (PAVE),7-Jan-94,13-Sep-98,Non-Current
ASQA,105548,Westpac Banking Corporation,1-Jun-14,31-May-19,Current
Vic VRQA,10556,Banksia Gardens Inc,1-Aug-98,31-Aug-03,Non-Current
ASQA,1056,Australian Federal Police College,1-Jul-11,11-May-17,Current
ACT DET,1060,Public Service and Merit Protection Commission,1-Jan-97,31-Dec-00,Non-Current
ACT DET,1061,"Department of Industry, Science and Tourism",1-Jan-97,31-Dec-00,Non-Current
ASQA,106299,KPS & Associates Pty Ltd,1-Oct-13,30-Sep-18,Current
ASQA,106588,Jobs Australia Ltd,28-Mar-15,27-Mar-20,Current
ACT DET,1067,Department of Transport and Regional Development,1-Jan-97,31-Dec-00,Non-Current
ACT DET,1068,"Department of Agriculture, Fisheries and Forestry - Australia",1-Jan-97,31-Dec-00,Non-Current
ACT DET,1069,ACT Department of Education and Training,22-Jan-97,30-Jun-00,Non-Current
ASQA,106919,SAI Global Ltd,26-Feb-15,25-Feb-20,Current
ASQA,107108,Kelaart Security Training Services Pty Ltd,6-Sep-14,5-Sep-19,Current
NT DET,1072,Darwin TRAC Association,1-Jul-98,21-Jun-08,Non-Current
NT DET,1073,Frog Hollow Education Centre,1-Jan-95,31-Dec-00,Non-Current
ASQA,1074,Department of Correctional Services,15-Jul-13,14-Jul-18,Current
NT DET,1075,Jawoyn Association Aboriginal Corporation,1-Nov-94,31-Oct-00,Non-Current
Tas TQA,1076,Cascade Brewery,1-Jan-94,31-Dec-98,Non-Current
Tas TQA,1077,CPT Engineering Pty Ltd,10-Nov-95,31-Dec-98,Non-Current
Tas TQA,1078,The Business Club Company Pty Ltd,15-Dec-04,21-Jun-08,Non-Current
ASQA,1079,State Fire Commission,23-Sep-14,22-Sep-19,Current
Tas TQA,1080,Huon Skills Training Incorporated,14-Dec-95,31-Dec-00,Non-Current
Tas TQA,1081,School of Audio Engineering Tasmania,10-Nov-95,6-Sep-97,Non-Current
Tas TQA,1082,Australian Centre for Best Practice Ltd (TAS),15-Nov-95,15-Jul-96,Non-Current
Tas TQA,1083,Cadbury Schweppes Pty Ltd,15-Mar-05,21-Jun-08,Non-Current
NT DET,1084,Catholic Education Office,1-Jan-99,4-Oct-10,Non-Current
ASQA,1085,The Arnhem Land Progress Aboriginal Corporation,1-Jan-15,31-Dec-19,Current
NT DET,1087,North Australian Safety Centre Inc,1-Nov-99,31-Jan-08,Non-Current
SA DFEEST,1089,Intellectual Disability Services Council Inc,11-Dec-02,11-Dec-06,Non-Current
SA DFEEST,1090,Traditional Medicines Pty Ltd,9-Feb-01,12-Mar-10,Non-Current
ASQA,1091,Housing Industry Association Ltd,2-Oct-13,1-Oct-18,Current
ASQA,1093,River Murray Training Pty Ltd,1-Jan-16,31-Dec-22,Current
SA DFEEST,1094,"Orms Group A Division of Manpower Services (Aust) Pty Ltd, The",1-Jan-97,30-Jun-99,Non-Current
Tas TQA,1096,Key Training Centre Incorporated,17-Aug-99,16-Aug-04,Non-Current
Tas TQA,1097,Local Government Training Board Ltd,16-Apr-97,31-Dec-00,Non-Current
ASQA,1098,Oak Tasmania,26-May-14,25-May-19,Current
Tas TQA,1099,Department of Education Tasmania,23-Sep-04,11-Jul-07,Non-Current
Tas TQA,1100,BHP TEMCO,14-Dec-95,1-Mar-98,Non-Current
ASQA,110024,BIS Industries Limited,22-Oct-13,21-Oct-18,Current
TVET,110026,Australian College of Mining Pty Ltd,13-Oct-08,8-Oct-10,Non-Current
ASQA,110028,Strive Training Australia Pty Ltd,18-Nov-08,25-Jun-14,Non-Current
ASQA,110029,Baseline Training Pty Ltd,14-Jan-14,13-Jan-19,Current
ASQA,110032,Absorb Training Pty Ltd,16-Feb-14,15-Feb-19,Current
ASQA,110034,Training for Work Pty Ltd,26-Mar-09,29-Jun-15,Cancelled
ASQA,110043,SKILLED Group Limited,6-Jul-15,5-Jul-22,Current
ASQA,110044,MSS Security Pty Limited,1-Jan-15,31-Dec-19,Current
ASQA,110047,CSIA Education Services PTY LTD,29-Jul-09,28-Jul-14,Cancelled
ASQA,110048,Corporate Health Group Pty Ltd,7-Aug-14,6-Aug-19,Current
ASQA,110049,Global Industry Training Pty Ltd,1-Feb-15,31-Jan-20,Current
ASQA,110058,Management Effectiveness Pty Ltd,25-Aug-09,30-Nov-12,Cancelled
TVET,110059,Australian Competency Training for Industry and Vocational Employment,20-Aug-09,31-Mar-10,Non-Current
ASQA,110060,Get Qualified Training Australia Pty Ltd,3-Nov-09,30-Nov-12,Cancelled
ASQA,110068,Blended Learning International Pty Ltd,27-Nov-14,26-Nov-19,Current
ASQA,110069,Australian Academy of Nursing Pty Ltd,7-Mar-15,6-Mar-20,Current
